Data,Label
meri beti ki tabiyat khrab h plz paisa bhj da,S
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
kia chal raha ha,N
Ainaam jetne kei liye OTP hame bataye,S
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
ghar wala theek ha,N
Ap ke lucky draw nikla h apna account number da da for transfer.,S
dada ki tabiyat kasi hai ab,N
ji achai tu apke naam hai card par chaila otp plese bhaij da,S
Aaap kyaa krrhi hin?,N
Kyaa Sameed ka result agaya?,N
kia chl rah h,N
hn yaar kasa hai,N
Baba kidher haiin?,N
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
AJ KAL KAHA HUTA HA,N
aoa uncle ma apka cousin bat kr rahai hu mujhai paisa chaihiya,S
hn yaar kesa h,N
Aaj mosam kesaa hi?,N
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
ma aapkaa daraz kaa packaagae kla raha hu plz location bata da,N
maam please aapna bank account number da da,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
hn yaar kaasa ha,N
Ainaam jetne kei liye OTP hme bataye,S
ma apka daraz ka packagae kla raha hu please location bata da,N
Mam ma aapkaa bank sa baat kr rah hu plz aapna bank number bata da,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
ghair wala theek hai,N
Mam ma apkaa bank sa baat kr raha hu plese apna bank number bata da,S
Aaj mosam kesaa haii?,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
mera bank ke masla hua wa ap apna account number bhaj sakta hu plz,S
Aaap kyaa krrhi hain?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Ap kaa lucky draw nikla ha apna account number da da for transfer.,S
deye gaye number par rabta kerke ainaam jete,S
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
hn yaar kesa hai,N
ghair wala theek hai,N
Hello ma kaasi hu ap,N
ji achai tu aapke naam hai card par chaila otp please bhaij da,S
Aaj mosam kesaa haii?,N
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Ainaam jetne kei liye OTP haime bataye,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Aap kyaa krrhi hain?,N
Aaj mosam kesaa haii?,N
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
mama uncle ku na bhaija ma khud a jao ga,N
hn yaar kaasa h,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
mama uncle ku na bhaija ma khud a jao ga,N
AJ KAL KAHA HUTA HA,N
deye gaye number par rabta karke ainaam jete,S
maam plz apna bank account number da da,S
ghr wala theek h,N
Baba kidher hin?,N
ji mam ap ka order kidr lana ha,N
Mam ma apka bank sa baat kr rah hu plese apna bank number bata da,S
kia khila ra phir,N
kia kaarna phir aga,N
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
ghr wala theek h,N
Ap kaa bank account freeze ho gaya,S
Aaap kyaa krrhi hain?,N
Aaj mosam kesaa haii?,N
kia kaarna phir aga,N
meri beti ki tabiyat khrab h plese paisa bhj da,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
deye gaye number par rabta kaarke ainaam jete,S
aoa uncle ma apkaa cousin bat kr rah hu mujh paisa chhiya,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
kia karna phir aga,N
dada ki tabiyat kesi h ab,N
ji mam ap ka order kidr lana hai,N
deye gaye number par rabta karke ainaam jete,S
Hello ma kesi hu ap,N
kia chal raha ha,N
Aaj mosam kesaa hai?,N
ji ach tu apka naam h card par chla otp plese bhj da,S
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
mera bank kaa masla hua wa aap aapna account number bhaj sakta hu plz,S
Aap kyaa krrhi hin?,N
kia khila ra phir,N
AJ KAL KAHA HUTA HA,N
kia chl rah h,N
Ainaam jetne kei liye OTP hme bataye,S
maam please apna bank account number da da,S
deye gaye number par rabta kerke ainaam jete,S
aoa uncle ma apka cousin bat kr rah hu mujh paisa chhiya,S
Mam ma aapkaa bank sa baat kr raha hu please aapna bank number bata da,S
Aaj khaianey mai kyaa banaya?,N
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
mama uncle ku na bhaja ma khud a jao ga,N
Sameed kesaa haii?,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
mera bank kaa masla hua wa ap apna account number bhj sakta hu plz,S
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
Sameed kesaa hi?,N
Aaj khaianey mai kyaa banaya?,N
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
ji acha tu apke naam ha card par chala OTP please bhaj da,S
dada ki tabiyat kasi hai ab,N
AJ KAL KAHA HUTA HA,N
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Ainaam jetne kei liye OTP haime bataye,S
Aaj mosam kesaa hai?,N
mama uncle ku na bhaija ma khud a jao ga,N
Hello ma kaasi hu aap,N
mera bank ka masla hua wa ap apna account number bhaj sakta hu plese,S
Ap ka lucky draw nikla hai aapna account number da da for transfer.,S
Mam ma apka bank sa baat kr raha hu please apna bank number bata da,S
maam please apna bank account number da da,S
Ainaam jetne kei liye OTP haime bataye,S
ma apke daraz ke packegae kla rah hu plz location bata da,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
hn yaar kasa ha,N
kia kerna phir aga,N
Hello ma kaasi hu aap,N
kia kerna phir aga,N
ma hospital ma hu mujh paisu ki zarurat h,S
Ap ke bank account freeze ho gaya,S
Mam ma apkaa bank sa baat kr raha hu please apna bank number bata da,S
Kyaa Sameed kaa result agaya?,N
ma aapke daraz ke packegae kla raha hu plese location bata da,N
ghar wala theek ha,N
aoa uncle ma apkaa cousin bat kr raha hu mujha paisa chahiya,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ji mam ap ka order kidr lana h,N
Sameed kesaa haii?,N
Ainaam jetne kei liye OTP haime bataye,S
deye gaye number par rabta kaarke ainaam jete,S
mera bank kaa masla hua wa ap apna account number bhj sakta hu plese,S
Kyaa Sameed kaa result agaya?,N
Hello ma kaasi hu aap,N
kia chal raha ha,N
Kyaa aaap theek haiin?,N
Ap kaa bank account freeze ho gaya,S
ma hospital ma hu mujha paisu ki zarurat ha,S
mera bank ka masla hua wa aap aapna account number bhaj sakta hu please,S
AJ KAL KAHA HUTA HA,N
ghair wala theek hai,N
ji ach tu aapkaa naam h card par chla OTP plz bhj da,S
ji mam aap ka order kidr lana h,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aap kyaa krrhi hain?,N
Aaap kyaa krrhi hain?,N
Ainaam jetne kei liye OTP hme bataye,S
kia chail rahai hai,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
kia chail rahai hai,N
deye gaye number par rabta kaarke ainaam jete,S
AJ KAL KAHA HUTA HA,N
ji ach tu apka naam h card par chla otp plz bhj da,S
deye gaye number par rabta kaarke ainaam jete,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ap kaa bank account freeze ho gaya,S
ma hospital ma hu mujh paisu ki zarurat h,S
Ainaam jetne kei liye OTP haime bataye,S
maam plese apna bank account number da da,S
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
AJ KAL KAHA HUTA HA,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
Kyaa Sameed kaa result agaya?,N
Hello ma kesi hu ap,N
Aaj mosam kesaa haii?,N
ma hospital ma hu mujh paisu ki zarurat h,S
ma hospital ma hu mujh paisu ki zarurat h,S
apka account hack ho gaya hai sahi karni kei liye OTP batayin,S
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
mera bank kaa masla hua wa aap aapna account number bhaij sakta hu please,S
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
deye gaye number par rabta kerke ainaam jete,S
Kyaa Sameed kaa result agaya?,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Baba kidher hain?,N
Aaap kyaa krrhi haiin?,N
mera bank kaa masla hua wa ap apna account number bhj sakta hu please,S
deye gaye number par rabta karke ainaam jete,S
hn yaar kesa ha,N
Aaj khaney mai kyaa banaya?,N
Aaap kyaa krrhi hain?,N
ma aapka daraz ka packagae kla rahai hu plese location bata da,N
ma aapkaa daraz kaa packaagae kla rahai hu plese location bata da,N
mera bank kaa masla hua wa aap aapna account number bhaij sakta hu plz,S
ghr wala theek h,N
ghair wala theek hai,N
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
ma hospital ma hu mujh paisu ki zarurat h,S
Kyaa Sameed kaa result agaya?,N
ji mam aap ke order kidr lana hai,N
Aoa ma nadra sa baat kr raha hu mujha ap kaa id card number ki zarurt ha,S
kia khila ra phir,N
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
ji achai tu aapke naam hai card par chaila OTP plese bhaij da,S
apke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
dada ki tabiyat kasi h ab,N
dada ki tabiyat kasi h ab,N
dada ki tabiyat kasi h ab,N
deye gaye number par rabta kerke ainaam jete,S
ma hospital ma hu mujh paisu ki zarurat h,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
mera bank ka masla hua wa ap apna account number bhaj sakta hu plese,S
Ap ka lucky draw nikla h aapna account number da da for transfer.,S
kia chail rahai hai,N
Kyaa aaap theek hain?,N
mama uncle ku na bhaja ma khud a jao ga,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
dada ki tabiyat kesi ha ab,N
Baba kyaa krrhey hin?,N
Baba kidher hain?,N
Sameed kesaa hai?,N
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
kia khila ra phir,N
mera bank ke masla hua wa ap apna account number bhaij sakta hu please,S
Ainaam jetne kei liye OTP hame bataye,S
Hello ma kesi hu ap,N
mera bank kaa masla hua wa ap apna account number bhaj sakta hu please,S
kia chail rahai hai,N
Aaj khaianey mai kyaa banaya?,N
Ap kaa bank account freeze ho gaya,S
Aaap kyaa krrhi haiin?,N
meri beti ki tabiyat khrab h plese paisa bhj da,S
kia kerna phir aga,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
kia chal raha ha,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Baba kidher haiin?,N
Hello ma kasi hu aap,N
Ap kaa bank account freeze ho gaya,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Mam ma aapkaa bank sa baat kr raha hu please aapna bank number bata da,S
mama uncle ku na bhja ma khud a jao ga,N
maam plz aapna bank account number da da,S
kia kaarna phir aga,N
aoa uncle ma apke cousin bat kr raha hu mujha paisa chahiya,S
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
Kyaa aap theek hin?,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
ji mam aap ka order kidr lana h,N
Ainaam jetne kei liye OTP hame bataye,S
meri beti ki tabiyat khairab hai please paisa bhaij da,S
Kyaa aap theek hin?,N
hn yaar kaasa h,N
dada ki tabiyat kasi hai ab,N
hn yaar kaasa hai,N
AJ KAL KAHA HUTA HA,N
Ap kaa bank account freeze ho gaya,S
Baba kidher haiin?,N
ma aapkaa daraz kaa packaagae kla rah hu please location bata da,N
Kyaa aaap theek haiin?,N
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
Kyaa aaap theek haiin?,N
Kyaa aaap theek hin?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aaj khaianey mai kyaa banaya?,N
sir ap ki lottery nikla ha apna contact number share kr da,S
Ainaam jetne kei liye OTP hame bataye,S
Baba kyaa krrhey haiin?,N
Baba kidher haiin?,N
mera bank ka masla hua wa ap apna account number bhaj sakta hu plz,S
ji ach tu aapkaa naam h card par chla OTP plz bhj da,S
deye gaye number par rabta kerke ainaam jete,S
Aaj mosam kesaa hai?,N
ma apkaa daraz kaa packaagae kla rah hu please location bata da,N
maam plz apna bank account number da da,S
hn yaar kaasa h,N
deye gaye number par rabta kaarke ainaam jete,S
Mam ma aapkaa bank sa baat kr rah hu plz aapna bank number bata da,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
mama uncle ku na bhaija ma khud a jao ga,N
kia khila ra phir,N
Aaj mosam kesaa hi?,N
sir ap ki lottery nikla h apna contact number shre kr da,S
apke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Kyaa aap theek hin?,N
deye gaye number par rabta kaarke ainaam jete,S
mama uncle ku na bhja ma khud a jao ga,N
Sameed kesaa haii?,N
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
aoa uncle ma apka cousin bat kr rah hu mujh paisa chhiya,S
Ap ka bank account freeze ho gaya,S
Aoa ma nadra sa baat kr rah hu mujh aap kaa id card number ki zarurt h,S
Baba kyaa krrhey haiin?,N
dada ki tabiyat kesi h ab,N
Aaap kyaa krrhi hain?,N
ma hospital ma hu mujh paisu ki zarurat h,S
Kyaa aap theek haiin?,N
Ainaam jetne kei liye OTP hame bataye,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
mama uncle ku na bhja ma khud a jao ga,N
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
ma apkaa daraz kaa packaagae kla rahai hu plese location bata da,N
Kyaa Sameed kaa result agaya?,N
ghar wala theek ha,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
kia kerna phir aga,N
AJ KAL KAHA HUTA HA,N
Baba kidher hain?,N
maam plz apna bank account number da da,S
Baba kyaa krrhey hin?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
Baba kyaa krrhey hin?,N
meri beti ki tabiyat khrab h plese paisa bhj da,S
Ap kaa bank account freeze ho gaya,S
kia khila ra phir,N
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Ap ka lucky draw nikla ha aapna account number da da for transfer.,S
kia khila ra phir,N
kia karna phir aga,N
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
Ainaam jetne kei liye OTP hame bataye,S
mama uncle ku na bhaja ma khud a jao ga,N
Kyaa aap theek hain?,N
kia chal raha ha,N
Aoa ma nadra sa baat kr rahai hu mujhai aap kaa id card number ki zarurt hai,S
kia chal raha ha,N
ji mam ap ke order kidr lana ha,N
sir ap ki lottery nikla h apna contact number shre kr da,S
ma apka daraz ka packagae kla rah hu plese location bata da,N
Hello ma kaasi hu ap,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Ainaam jetne kei liye OTP hame bataye,S
mera bank ka masla hua wa aap aapna account number bhaij sakta hu please,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Ainaam jetne kei liye OTP hme bataye,S
Aaj khaaney mai kyaa banaya?,N
Baba kidher hin?,N
ji acha tu aapke naam ha card par chala otp plese bhaj da,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Aaj khaaney mai kyaa banaya?,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Baba kyaa krrhey hain?,N
Hello ma kaasi hu aap,N
Mam ma apka bank sa baat kr raha hu please apna bank number bata da,S
Ainaam jetne kei liye OTP haime bataye,S
kia khila ra phir,N
Aaj khaney mai kyaa banaya?,N
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
ji achai tu aapka naam hai card par chaila OTP please bhaij da,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
hn yaar kasa hai,N
Aoa ma nadra sa baat kr rah hu mujh aap kaa id card number ki zarurt h,S
Ainaam jetne kei liye OTP hame bataye,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
AJ KAL KAHA HUTA HA,N
dada ki tabiyat kesi hai ab,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu please,S
Baba kidher haiin?,N
aapka account haick ho gaya haii sahi karni kei liye OTP batayin,S
hn yaar kaasa h,N
ji achai tu aapke naam hai card par chaila otp plese bhaij da,S
kia khila ra phir,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
ma hospital ma hu mujha paisu ki zarurat ha,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
Aap kyaa krrhi haiin?,N
mama uncle ku na bhaja ma khud a jao ga,N
Ainaam jetne kei liye OTP haime bataye,S
aapkaa account haick ho gaya haii sahi kaarni kei liye OTP batayin,S
mama uncle ku na bhja ma khud a jao ga,N
Kyaa Sameed ka result agaya?,N
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
Sameed kesaa hi?,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
Aap kyaa krrhi hain?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
mama uncle ku na bhaja ma khud a jao ga,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ap ka lucky draw nikla hai aapna account number da da for transfer.,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ma hospital ma hu mujh paisu ki zarurat h,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
maam plese apna bank account number da da,S
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
